squareMeters;numberOfRooms;hasYard;hasPool;floors;cityCode;cityPartRange;numPrevOwners;made;isNewBuilt;hasStormProtector;basement;attic;garage;hasStorageRoom;hasGuestRoom;price;category
17797;13;0;1;82;19270;5;10;1992;1;0;1253;9280;579;1;10;17922902;0
16252;30;1;0;58;76233;8;7;1998;1;1;6786;6868;748;1;5;16307938;0
71603;39;1;1;7;80016;1;1;2010;1;0;1864;7586;402;0;7;7169029;1
87022;60;1;0;89;92083;1;6;2012;0;0;9969;5786;874;0;4;87076812;0
62289;32;0;1;96;80043;1;8;1998;1;1;3573;1202;423;0;3;62337748;0
5825;60;1;1;90;70226;7;2;2016;0;0;4888;779;424;1;5;5981866;0
85225;40;1;0;21;676;8;2;1993;1;0;4706;6461;482;0;9;85270223;0
5820;41;1;0;78;72073;1;4;2010;1;0;5270;9562;435;1;9;592006;0
90539;14;1;1;81;80556;1;3;2012;1;0;8002;9179;521;1;2;90694452;1
35233;53;1;1;52;39314;8;6;2000;0;0;1637;1214;361;1;0;3536738;0
98559;33;0;0;94;64991;3;2;1991;0;1;3762;2324;173;1;4;98625591;0
58056;17;0;1;29;66624;6;9;1998;1;0;927;1440;955;1;7;58090898;0
91207;63;1;0;26;32233;8;7;2004;0;1;8088;467;976;0;10;91263334;0
67923;20;1;0;66;10437;9;7;2018;1;1;2913;8669;512;1;10;67999558;0
12641;28;1;0;63;79661;4;9;1992;0;0;2049;9115;528;1;1;12721592;0
35691;53;1;1;95;4059;8;5;2016;1;1;8370;3039;340;1;7;35821716;1
48627;54;1;1;87;73386;8;2;2000;0;0;9952;788;607;1;10;4871835;0
5183;31;0;1;78;44518;2;3;2013;0;0;6823;7715;864;0;6;5217723;0
16631;68;0;0;95;69479;1;9;2003;1;1;1180;3762;681;0;10;16678353;0
18144;19;1;0;8;4275;6;5;2020;1;1;5561;55;554;1;4;1819929;0
10586;27;1;1;6;92068;6;10;1991;1;1;7139;503;558;1;3;10669831;1
64235;25;1;0;69;52299;4;10;1992;1;1;5291;27;187;1;8;64313802;0
88584;15;1;1;87;6279;10;4;2011;0;0;7946;2319;769;0;5;88670481;0
2310;61;1;0;9;82910;6;4;2012;1;0;8380;1472;470;1;0;2342372;0
55217;65;0;1;28;77123;4;7;2007;1;0;6282;7944;669;0;10;55266747;0
64539;20;0;0;68;55082;1;8;2002;0;0;8487;3346;709;0;9;64574822;0
90947;89;1;1;61;64161;2;6;2014;0;1;5886;1712;225;1;1;91034544;0
68837;41;1;0;55;1014;4;9;1997;0;0;2198;6275;367;0;4;68894947;0
60721;88;0;0;48;64469;1;6;2015;0;0;4906;7257;954;1;9;60734075;0
51459;49;1;0;28;22573;4;8;1992;0;0;485;5888;424;0;4;51495052;0
12820;41;0;0;16;92510;1;8;2018;1;0;3771;2543;661;0;1;12830278;0
20734;34;0;1;63;74094;5;3;1995;0;1;9622;9170;731;0;7;20777715;0
91988;53;1;1;47;50808;6;4;2006;0;1;766;2879;452;1;7;92068796;0
40286;85;0;1;51;21492;8;2;1993;1;0;5570;6932;500;1;9;40351543;0
10719;77;0;1;17;62278;9;2;2018;1;1;9253;3133;116;0;6;10767898;0
17783;28;0;0;1;24725;1;3;2003;0;1;9688;766;172;1;8;17787793;0
72065;52;0;1;34;13673;1;2;2015;0;1;9962;9330;339;1;2;72106255;0
58626;55;0;1;30;19351;10;3;1993;1;0;7840;7310;964;0;1;58662063;0
13147;61;1;1;71;13638;7;2;1997;0;1;6253;9798;544;0;9;13269807;0
90304;95;1;1;78;5508;6;5;1990;0;0;4093;6738;807;0;5;9044776;0
80780;98;1;1;55;64928;7;8;2016;1;1;8744;8504;213;0;9;80889136;1
82301;20;0;0;21;92700;9;3;2012;0;0;9558;9272;775;1;6;82320532;0
78039;10;0;0;9;64775;1;9;2010;1;0;1944;3096;119;0;3;7804837;0
92783;37;0;1;57;92944;2;3;1996;0;1;4561;4678;305;1;7;92814846;0
67134;92;0;0;60;85242;9;1;1992;1;1;6867;2317;753;0;8;67193692;0
27792;11;1;1;15;25954;5;6;2007;0;1;5470;3384;487;1;2;27868547;0
96637;55;0;1;8;48473;4;6;2008;1;1;8396;5934;159;1;5;96674578;0
36877;89;1;0;92;70081;5;7;2008;0;0;8435;8017;705;1;0;36951918;0
88120;13;0;1;17;63068;3;5;2009;1;1;455;2099;477;1;7;88163789;0
4385;55;1;1;56;98233;4;4;2006;0;0;8249;6409;357;0;5;4456946;0
75903;20;0;1;27;96563;8;1;2010;1;1;1609;7710;601;0;7;7594699;0
1171;86;0;1;85;75784;10;3;1997;0;0;1662;4926;884;0;7;1262687;0
44615;18;0;0;34;51005;7;4;2012;1;0;128;9655;693;0;2;44656512;0
65543;81;1;1;90;50619;9;3;2008;0;0;9519;8575;396;1;3;65596628;0
17246;95;0;1;10;68125;4;9;2007;0;0;6326;710;921;1;0;17285447;0
7236;30;0;0;52;56825;4;10;2003;1;0;9700;6972;140;0;5;7256563;0
32078;91;0;0;65;66113;4;3;2012;0;1;5986;2720;377;1;5;32093112;0
82184;14;1;0;48;83771;10;4;2011;1;0;6520;5915;171;1;2;82217831;0
6686;43;0;1;26;65951;4;2;2020;1;1;551;6929;464;0;0;675399;0
18536;7;0;0;28;35411;1;10;1994;0;1;7513;4973;465;0;2;18567934;0
52683;43;0;0;57;74566;5;9;2007;1;0;502;6551;959;1;10;52743087;0
32286;69;1;1;11;16986;10;5;2008;1;0;2290;6267;267;0;2;32337728;1
34796;74;1;0;47;55362;1;9;2001;1;1;9407;9680;776;1;6;34836061;0
26669;69;0;1;82;49351;5;5;2009;0;0;2089;2358;254;0;9;26710839;0
47606;49;0;1;16;8451;2;4;2021;0;0;5121;7516;371;1;3;47635861;0
91435;61;1;0;92;8192;1;10;2019;1;1;4904;9265;292;0;8;91536669;0
889;53;1;0;30;3406;1;7;1999;1;1;2656;236;847;1;10;928589;0
67511;24;0;1;67;65048;8;10;1996;0;1;8668;4278;279;1;4;67598026;0
52655;82;0;0;6;64588;4;4;1990;1;0;5798;2978;750;1;10;5266351;0
82432;43;0;0;57;7312;5;8;2015;1;1;192;8625;200;0;0;82451345;0
75680;100;0;0;77;25496;5;2;2009;1;1;5647;3336;210;0;2;75723159;0
28543;26;1;0;29;63039;8;7;1990;1;1;6817;7395;529;1;10;2859167;0
66851;93;1;0;87;13012;5;4;1990;1;0;5318;4423;678;0;2;6691843;0
49031;37;1;1;37;24023;2;3;2020;1;1;1634;704;396;1;3;4910323;1
71630;5;1;0;45;82464;1;4;1996;1;0;2176;1444;973;0;7;71698546;0
25362;76;0;1;71;15178;8;3;1995;0;1;3557;1188;395;0;9;25457325;0
87412;89;0;0;40;77240;2;7;2020;0;1;6150;4077;241;1;6;8745542;0
41057;22;0;0;18;7613;9;3;2014;0;1;449;5255;162;1;3;41067314;0
93325;38;1;1;73;43015;9;10;2000;1;1;7511;5398;626;0;0;9346064;1
40330;49;0;0;28;23284;8;4;2008;1;0;659;9713;215;1;7;40344168;0
5134;31;1;1;14;60391;1;4;1994;0;0;2307;8414;974;1;5;5197724;0
93443;16;1;0;93;74734;9;3;2015;0;1;9796;3588;139;0;5;93499555;0
55558;74;0;1;85;66559;5;8;2020;1;1;867;5460;215;0;8;5564448;0
61694;58;0;1;4;24345;2;7;2001;1;1;2380;5219;726;0;3;61722061;0
32713;97;0;0;93;91667;10;8;1990;1;1;5579;8515;332;0;1;3278723;0
9428;45;0;0;34;44951;9;10;1991;0;1;2787;5175;744;0;1;9448391;0
92032;81;1;1;5;63227;10;1;2012;1;1;9502;7554;268;0;7;92127732;1
28091;77;1;0;93;11250;6;8;2005;0;1;9433;7783;390;0;4;28156135;0
54706;39;1;0;46;49697;4;2;2010;0;0;6787;5880;467;1;4;5475756;0
97429;13;1;1;29;22796;8;1;2021;0;0;6846;9333;675;1;6;97517061;0
7808;72;1;1;18;48436;1;9;2008;0;0;1463;6628;834;1;5;7890278;0
60265;97;1;1;45;62899;1;9;1990;0;1;4110;1675;599;0;4;6033313;0
57850;32;0;0;93;32412;7;10;1993;0;0;7085;3863;141;1;10;57890833;0
72554;16;0;1;79;94523;8;5;2014;1;0;8908;6398;758;1;9;72683794;0
6966;21;0;1;97;568;3;3;2008;0;1;6552;7160;893;1;8;7006508;0
79957;45;1;1;42;41031;9;1;2010;0;1;7192;9128;599;1;6;8003950;0
3629;4;0;1;33;50592;4;3;1991;1;1;2249;9889;202;1;9;3697641;0
8732;25;0;0;37;90654;6;6;2021;1;0;4070;8862;763;1;7;8762701;0
56514;33;0;0;48;14694;5;3;1991;1;1;3987;3165;677;0;1;56529691;0
20533;93;1;0;91;96947;9;9;2019;1;0;9659;7883;618;0;2;20565089;0
16625;27;0;0;8;57906;9;9;2014;1;1;1946;2358;545;0;7;16640234;0
12313;50;1;0;55;54497;1;4;2018;0;1;8829;816;803;1;5;12408348;0
68052;4;0;0;5;66529;8;3;1992;0;0;189;6541;269;0;8;68058942;0
35383;92;1;0;96;6641;10;10;2009;0;1;6067;4440;271;0;7;35487259;0
8977;51;0;1;56;6990;6;1;2015;1;0;6239;8870;149;0;9;9051285;0
79356;46;0;1;24;58322;5;3;2001;0;1;1994;904;601;1;1;79404191;0
67639;99;1;0;58;79091;2;6;2012;0;0;7153;1961;785;1;3;67689722;0
21145;70;0;0;84;1578;1;9;1997;0;1;923;9613;188;1;8;21194857;0
26009;18;1;1;9;78438;2;6;1997;1;0;5716;7143;801;1;4;26067547;1
68580;4;0;1;53;64029;8;8;2017;0;0;9874;3802;1000;0;5;68635047;0
88780;51;1;1;89;803;7;1;2016;0;0;4778;6238;275;0;0;88873526;0
72114;51;1;0;32;15113;9;5;1990;1;0;9165;7506;176;0;4;7215802;0
89756;47;1;0;36;59946;5;6;2018;1;0;7684;3770;860;1;1;89808108;0
1770;61;1;1;15;39153;2;5;2015;1;0;364;3072;658;1;8;1837655;1
20109;91;1;0;28;61429;2;5;1996;1;0;8494;2609;858;1;7;20172876;0
61067;99;1;1;39;7402;9;3;1993;0;0;691;1255;244;0;2;61109043;0
30690;10;0;0;52;84667;7;6;2015;0;0;4645;4549;474;0;5;30728795;0
12161;11;1;0;16;51408;2;8;2005;1;1;9463;6096;996;1;0;12184055;0
47364;47;1;0;9;12097;10;7;1999;0;1;9364;9106;740;0;6;47399859;0
57066;20;0;1;39;37051;8;5;1991;0;1;2545;5737;971;0;3;57113041;0
97760;89;0;0;82;54535;9;1;2011;0;1;5082;6185;744;1;8;97803771;0
47476;85;1;1;92;8848;2;5;2020;0;0;8099;9268;866;1;2;4761612;0
32176;58;0;0;43;66885;1;1;1999;1;0;2285;1903;198;0;5;32201569;0
98547;17;1;1;100;76436;1;8;2001;0;0;5959;9364;573;0;8;98652431;0
86171;22;0;1;79;59194;1;7;2021;0;0;9062;4101;100;0;7;86214861;0
65711;20;1;1;63;68854;3;9;1992;0;1;5463;2530;523;1;9;65794192;0
73585;89;0;0;56;99940;5;3;1999;0;0;105;845;210;0;4;73595099;0
26665;68;1;0;62;97608;1;9;2001;1;0;131;336;656;1;10;26715871;0
69094;22;0;1;67;18938;4;8;2018;1;1;2649;6865;681;0;2;69190398;0
27538;9;1;1;34;86872;10;2;2000;0;1;993;3698;209;0;5;2761292;0
64922;3;1;1;11;67211;4;5;2013;1;1;1975;7979;225;1;4;65006243;1
74600;64;0;0;21;90305;7;5;2014;0;1;6617;5061;226;1;1;74611924;0
56595;94;1;1;2;56319;1;10;2014;0;1;2429;2837;162;1;5;56642784;0
18037;91;0;0;16;38355;6;7;2009;0;1;4570;8309;336;0;5;18058249;0
56587;50;0;1;98;42357;4;10;2006;1;0;6539;3876;505;0;5;56706196;0
20105;98;0;1;20;7133;6;9;1999;1;0;5797;4324;836;1;4;20176099;0
46322;61;0;0;1;7924;3;5;2005;0;1;8312;6675;546;0;5;46328075;0
31301;13;1;1;91;48757;10;6;2018;1;1;7180;184;878;1;8;31423388;1
91952;19;1;1;80;77480;5;9;2015;1;0;6435;1458;978;0;2;92078395;1
92948;46;0;0;47;15715;9;4;1997;0;0;2471;9824;213;1;1;92970477;0
66812;48;1;0;57;1843;6;8;2006;1;0;4238;7839;810;1;3;66877616;0
76424;37;0;1;81;44752;3;7;2021;0;1;9985;3100;505;0;8;76478711;0
14823;44;0;0;65;41581;10;4;1993;1;0;8095;6429;283;0;1;14844343;0
26682;7;1;1;6;55531;8;4;2001;0;1;3514;1056;636;1;8;26753671;0
12995;92;1;1;18;82253;3;7;1996;0;1;5729;1233;194;1;10;13054886;0
94789;23;0;1;3;31768;9;9;1992;1;1;4633;7185;895;1;8;94840242;0
34703;13;0;0;68;4516;3;6;2006;0;1;9584;4409;636;1;3;34766986;0
9691;20;1;0;56;94581;5;8;1996;0;0;9727;2772;603;1;10;9782806;0
84118;15;0;1;52;92597;5;1;2006;0;0;2660;9776;785;1;2;84169926;0
39272;95;0;1;79;61459;10;2;2020;0;1;3992;7916;458;1;3;3936310;0
51037;100;0;1;49;28541;6;1;2018;1;0;4346;2138;109;0;5;51074768;0
17325;5;1;0;37;21598;10;7;1997;0;1;1830;204;755;0;0;17378227;0
39104;19;1;1;70;92412;10;2;2017;0;1;7647;9465;997;0;0;39209587;0
11247;73;1;0;69;81369;9;2;2008;0;0;6319;3096;356;0;1;11298968;0
87000;62;0;0;9;45561;4;5;2008;0;1;2744;6948;568;0;6;87008078;0
99999;58;0;0;68;10477;3;4;2012;1;1;7631;4199;776;0;2;100067712;0
55888;81;1;0;82;69050;5;8;2011;0;1;3338;2779;583;1;6;55949571;0
75296;30;1;0;76;91673;2;1;2015;0;1;7837;4496;422;1;9;75356645;0
83512;8;1;1;45;49353;10;6;2005;0;1;6862;414;225;0;8;83582115;0
22825;100;1;1;18;13201;9;6;1998;0;1;6184;6328;397;0;3;22890498;0
58287;71;0;0;98;61787;4;4;1996;0;0;3654;98;247;0;4;58373316;0
91441;41;1;1;88;94085;2;3;2013;1;0;5440;8557;359;0;0;91552653;1
57564;64;0;0;18;90877;9;2;1999;1;0;6422;5878;927;1;6;57582039;0
82280;33;0;1;89;44585;1;1;2019;1;0;8129;4922;349;0;7;82351589;0
62646;36;1;1;43;69758;8;2;2005;0;0;1710;3049;784;0;8;62732465;0
50133;28;1;0;92;11572;4;9;2013;0;0;1617;149;263;0;2;50191193;0
69719;11;1;1;87;96873;4;3;1993;0;1;6303;5732;767;0;2;69827443;0
81840;49;0;0;34;40158;1;4;1996;1;0;9967;8319;101;0;6;81869996;0
7851;22;1;1;19;82481;7;7;1992;0;1;9947;7138;418;1;3;7939812;0
76564;95;0;0;88;62994;3;10;1999;0;0;4284;3823;733;0;0;76625579;0
2095;88;1;0;27;79779;6;10;1991;0;1;633;1163;851;0;6;2137081;0
13287;84;1;0;76;90025;3;10;2003;0;1;7799;7986;410;1;1;13353713;0
94457;17;1;0;82;64835;4;2;1991;0;0;308;9297;755;0;8;94558201;0
96573;74;1;0;28;17971;4;6;1993;1;0;2651;5450;303;1;10;96647383;0
97898;60;1;0;2;99686;5;3;1991;1;1;7753;8442;760;1;2;97944641;0
18642;62;0;0;65;990;3;8;2013;0;1;195;2385;666;1;7;18658563;0
52259;16;0;1;72;23742;9;6;2003;1;0;1558;5398;734;1;4;52365003;0
68362;77;0;0;57;95717;10;1;2006;0;0;6429;2413;690;0;1;68402066;0
66395;22;0;1;57;79008;1;6;2006;1;0;1475;7576;276;1;10;66475726;0
10590;74;0;0;5;22285;8;2;2013;0;1;4524;4445;566;0;4;10601413;0
51271;33;0;1;36;97623;6;8;2018;0;0;3104;4275;978;0;5;51334448;0
91436;7;1;0;81;78868;5;8;1997;0;0;645;4471;879;0;7;91512367;0
68072;63;0;1;40;21153;2;2;2019;0;0;207;267;418;0;1;68127649;0
12172;12;0;0;15;86688;7;10;2007;1;0;4188;126;433;0;7;12182357;0
34750;28;0;1;1;25225;9;9;1993;0;1;9149;6110;167;0;7;34789343;0
52832;46;0;1;70;1216;10;4;1993;1;0;1450;2309;885;1;10;52925043;0
87683;53;0;1;57;30308;3;3;1993;1;0;1759;1003;850;1;7;87749093;0
25145;2;1;1;96;24933;6;10;1998;0;0;4529;4290;296;0;8;25213468;0
18426;63;1;1;31;15208;2;3;1996;1;0;461;524;840;1;5;18549356;1
9381;96;0;0;77;12632;5;5;1998;0;1;3817;4038;423;0;1;9436008;0
81658;27;0;1;14;42176;9;4;2008;0;0;5367;5193;215;1;6;81717118;0
10028;51;1;0;56;28865;1;6;2012;0;0;7965;3749;106;0;8;10095292;0
76352;55;1;1;12;58402;6;2;2006;0;1;4185;5716;694;0;1;76418046;0
21247;81;1;1;43;48858;6;5;2004;1;0;7906;6437;815;0;4;21361104;1
84805;15;0;1;9;29472;8;7;2004;0;1;501;1126;406;1;9;84861154;0
8928;8;0;1;6;15140;4;3;2018;1;1;2174;3981;822;1;4;8965058;0
14762;42;1;1;59;93672;1;7;2002;1;0;7143;5481;764;1;1;14843502;1
53454;14;0;1;22;59060;2;7;1996;0;1;9037;102;382;0;1;53492806;0
35409;1;1;0;58;5631;8;1;1992;1;1;4826;446;258;1;6;35464372;0
53161;42;1;0;4;7080;7;6;1993;1;1;1464;5035;639;0;2;53203923;0
12760;60;1;1;28;69267;5;3;2015;0;0;1991;1449;455;0;3;12849725;0
42826;38;0;0;49;64287;6;2;1998;1;1;8174;2658;854;0;0;42870768;0
58394;19;1;0;56;19251;6;3;2001;0;0;3215;9841;239;0;8;58488431;0
95143;90;0;0;72;35374;9;2;2010;1;1;8157;4722;373;1;1;9517871;0
46532;19;0;0;85;55537;10;8;2000;0;0;5004;7171;108;0;9;4661805;0
42272;11;0;0;9;2770;2;10;2009;0;0;7611;202;757;1;3;42280139;0
42981;49;0;0;73;18351;10;5;2014;0;1;7819;3219;785;0;10;43006804;0
62384;72;1;0;36;60292;2;2;2005;0;1;7856;2731;536;0;1;62424535;0
81653;13;0;0;8;34493;3;2;2005;1;0;5594;7385;115;0;6;81660025;0
63278;60;1;0;32;11239;2;6;2011;1;1;8052;7882;153;1;6;63329231;0
95307;66;1;1;62;12824;2;4;1994;0;1;3681;3288;724;1;9;95376444;0
72545;96;1;1;78;11290;10;6;2021;1;1;7668;4904;911;0;0;72600521;1
66777;1;1;0;100;26797;5;9;1998;0;0;2203;6831;545;0;9;66858518;0
61001;41;1;0;15;73511;3;7;2013;1;1;2408;8841;526;1;1;61050433;0
65790;82;1;0;62;71245;2;5;1991;1;0;892;8340;180;1;3;65894251;0
35948;75;0;0;53;44374;3;10;2008;1;0;8724;8356;357;0;6;35960398;0
54929;86;0;1;4;55322;8;7;2005;1;0;3412;3223;170;0;8;54988465;0
18397;59;0;0;93;6434;3;7;1990;1;0;4891;3118;930;1;4;1846201;0
4623;93;0;1;58;11227;3;10;2009;1;0;872;7715;311;0;10;4684949;0
58433;54;0;1;29;72133;10;9;2018;1;1;7744;8873;945;1;8;58481358;0
79767;86;1;0;17;89482;8;6;2013;0;0;4962;8544;429;1;6;79816433;0
58036;51;0;1;35;9043;7;9;2007;0;1;4484;9488;865;1;2;58090167;0
6051;77;0;0;88;77373;5;7;2015;0;1;5330;5128;713;0;5;6125275;0
22703;41;0;0;53;4234;8;1;2018;0;0;979;4694;487;1;0;22734458;0
29319;62;1;0;47;47216;5;3;2001;0;1;5846;4451;407;1;7;29395761;0
53722;26;1;1;96;82959;7;1;2021;0;0;8599;9999;804;1;3;53836261;0
32218;28;1;0;39;36128;1;4;2015;1;0;9705;5525;728;1;7;32257225;0
93288;90;1;0;73;48260;1;7;2002;0;0;8206;2914;432;0;4;93348562;0
30402;63;0;0;33;18703;8;9;2012;1;0;8054;6328;984;1;4;30431792;0
75632;43;1;1;12;52689;5;8;2002;0;0;9594;8777;601;0;2;75733282;0
34592;24;0;0;80;32228;1;7;1996;0;1;7058;3151;753;1;6;34671696;0
34304;54;0;0;95;66942;1;2;2003;1;1;477;4865;678;0;6;34348503;0
21112;38;0;1;94;34073;4;2;2019;1;1;7570;6288;105;1;4;21214859;0
40266;100;0;1;14;96142;6;4;2009;0;0;3106;8224;851;1;8;40288319;0
93533;27;0;0;33;60496;5;5;2017;0;0;9325;747;816;0;7;93560287;0
78672;59;1;1;66;93460;4;6;1995;1;0;6121;7040;470;0;8;78779995;1
47833;44;1;0;82;27128;10;7;2008;1;0;4111;9613;223;0;0;47916538;0
22142;11;0;0;97;76427;3;8;1995;1;0;3913;7269;618;0;7;22209575;0
19819;19;0;0;35;34411;10;10;2000;0;0;9281;3912;175;0;4;1984840;0
69967;32;0;0;35;7115;1;6;2012;0;1;4397;3106;169;0;4;69977462;0
28555;76;1;1;40;80056;5;9;2018;0;0;1267;626;534;0;0;28609578;0
25881;89;1;1;34;30476;1;9;2004;0;0;1972;9613;659;1;4;25964734;0
81624;8;1;1;4;96626;9;1;2004;1;1;7404;9394;345;1;3;81694254;1
73943;29;1;1;32;80149;5;10;2005;1;1;4065;8991;328;1;8;74054985;1
78101;17;0;1;24;1451;2;1;1995;1;1;919;6775;862;0;10;78149235;0
22162;14;0;1;99;84655;2;10;1994;1;0;5587;8854;693;1;9;22232684;0
72836;27;1;0;24;7994;8;8;2009;1;0;8012;2364;526;1;1;72891269;0
56614;98;0;0;13;32272;5;1;1997;1;1;7692;6556;880;0;4;56625747;0
838;30;1;1;8;23119;7;2;2003;1;1;3367;3336;855;0;6;921813;1
25946;84;1;0;80;64602;2;9;1999;1;0;2221;6908;717;1;0;26003849;0
17250;50;0;1;50;67364;7;3;2021;1;1;233;8648;917;0;10;17344321;0
19387;17;0;0;64;18690;3;4;2020;1;0;9284;860;654;1;6;1940788;0
36503;87;1;1;90;92021;1;10;2007;1;0;7309;8926;633;0;2;36593407;1
61752;62;0;1;57;42393;4;2;2018;0;0;2373;7131;393;0;5;61819088;0
25136;98;1;1;35;42440;2;7;2011;0;0;9715;4429;745;1;1;25209581;0
95989;44;1;1;46;91819;7;5;2017;1;1;4482;5786;188;1;6;96108187;1
27665;29;1;1;24;52092;5;10;2011;1;0;7584;4075;861;1;9;27714811;1
79169;22;0;0;39;28205;2;4;2010;1;0;5102;5828;464;1;4;7918220;0
69642;45;1;1;24;8723;7;9;2016;1;1;3147;8521;648;1;3;69746996;1
28727;45;0;1;23;17857;6;6;2001;0;1;9487;4545;450;0;0;28775891;0
88940;18;1;0;5;10114;5;1;2003;0;0;1220;4043;968;0;6;88968983;0
82978;41;0;0;62;81785;3;1;1997;1;0;6974;1471;578;0;3;82998377;0
22374;13;1;0;67;74626;10;5;2002;1;0;3445;10;381;0;5;22441012;0
7169;65;1;0;8;37884;7;1;2003;0;1;4688;7376;371;0;4;7223853;0
91380;23;0;1;33;66152;8;8;2015;0;0;1329;716;816;1;2;91447735;0
20799;10;1;0;47;58358;2;8;2007;1;0;6761;815;155;1;6;20841137;0
28446;94;1;1;61;97470;7;4;2010;1;0;2439;8820;640;1;6;2852653;1
81618;87;0;1;80;79006;9;5;2009;0;1;6008;424;733;1;9;81708999;0
44513;63;0;1;40;57679;2;7;2004;0;0;5258;9016;309;1;5;44573084;0
66436;19;0;1;51;56455;10;3;2021;0;1;675;9029;251;0;5;66507341;0
55482;87;1;0;78;46357;9;9;2016;0;0;92;71;202;0;2;55582686;0
23376;9;1;0;43;75147;9;9;2002;1;0;8961;1489;596;0;4;23468292;0
48380;73;0;1;35;15352;5;7;1997;1;0;4835;5683;552;0;9;48422547;0
38765;16;0;1;56;58119;5;2;2003;1;0;8594;8440;398;0;10;38824913;0
2484;43;0;1;23;7471;7;7;2012;1;1;554;9690;833;1;8;2521792;0
5624;35;1;0;2;11603;5;8;2014;0;1;756;2685;265;1;6;5665354;0
71541;71;1;1;44;72847;7;3;2015;1;0;8881;4053;302;1;6;71599195;1
98857;85;1;0;15;57725;2;3;2016;1;1;854;8646;116;1;3;98898956;0
6948;10;0;1;18;30836;10;7;1997;0;1;7781;4076;489;0;0;6985247;0
16284;39;1;1;29;40880;10;5;2019;1;1;2289;401;505;0;8;16385219;1
60261;37;0;0;63;48194;4;3;2006;0;1;9712;3655;667;0;3;60323706;0
92304;75;1;0;53;54254;2;9;1996;1;0;2602;5931;783;0;5;92342286;0
32071;15;1;0;53;78354;2;5;1998;0;1;6938;2468;776;1;1;32131468;0
76454;17;0;0;88;31987;1;1;1990;0;1;8381;1535;959;1;1;7647961;0
70210;48;1;0;56;31261;9;9;2021;1;0;8937;8411;345;0;1;70251291;0
75584;77;1;0;69;82908;8;6;2016;1;1;190;6093;328;1;1;75677916;0
41669;18;1;1;34;917;4;5;2005;1;0;3252;6702;484;0;6;41761485;1
8940;86;1;0;39;92620;10;3;2011;1;0;3985;7611;790;1;9;8992581;0
79628;60;1;0;59;64099;3;3;2003;0;1;8615;7957;752;1;6;79678803;0
52979;82;0;1;45;44653;5;9;2010;1;1;6879;7538;708;1;5;5304197;0
75414;82;1;0;75;4618;5;3;1999;1;1;468;5552;804;1;1;75518479;0
91515;23;1;1;33;48622;3;5;1997;1;0;2845;4920;909;0;2;91571017;1
68767;13;0;1;13;30743;4;8;2014;0;0;5913;2368;226;1;3;68809804;0
90111;94;1;0;30;77398;8;4;2008;1;0;1346;3328;994;0;5;90142478;0
1967;87;1;1;76;3509;2;10;2009;0;0;3038;4154;505;0;2;2072459;0
21843;66;0;1;10;65013;3;2;2018;1;1;570;3477;437;0;5;21864578;0
45049;30;1;1;80;35151;8;10;2000;1;1;3486;2739;525;0;9;4519980;1
925;16;1;0;51;86372;7;4;1998;1;0;1388;727;985;1;2;977858;0
53956;78;0;0;97;91120;10;5;2001;1;0;137;2792;620;1;9;54018351;0
3343;76;1;0;65;4913;5;6;2004;0;1;5841;2608;281;0;0;3447104;0
25942;86;1;1;30;7199;1;2;2021;0;0;1136;105;145;0;5;26017651;0
51171;95;0;1;91;29779;2;5;1991;0;0;6243;8232;961;1;9;51251811;0
82629;5;0;0;51;15024;10;8;2012;1;1;6941;1424;840;1;9;82673162;0
78721;23;0;0;59;1657;4;6;1997;0;0;7256;5302;508;1;9;78753317;0
82900;3;0;1;11;59010;4;7;2013;0;0;3959;1681;767;1;8;82950283;0
79399;21;1;0;44;42313;3;10;2006;0;1;1033;207;869;1;0;79468356;0
87078;8;1;0;77;84539;2;10;2002;0;0;3076;8335;856;1;1;87148302;0
65246;19;1;1;31;44954;1;5;2008;1;0;8038;1051;991;1;10;65297558;1
48271;40;0;1;47;51930;8;4;2008;0;0;1924;8367;883;0;4;48356298;0
61311;30;1;1;4;587;1;8;2008;1;1;9512;7751;616;0;2;61376358;1
742;28;1;1;6;92580;8;6;1995;0;1;9552;8299;626;1;1;813365;0
55164;10;1;1;64;11611;2;1;2007;1;1;9636;2310;725;1;3;55268267;1
37448;47;1;1;58;96670;3;1;2000;1;1;6941;2779;877;1;5;3754453;1
34208;43;1;1;2;3418;10;1;2013;0;0;5868;1404;508;1;0;34287543;0
21442;42;0;0;16;67178;7;6;2018;1;1;4095;1161;534;1;3;21455038;0
69290;23;0;0;38;28205;4;3;2009;0;1;8296;7133;225;0;8;69323369;0
15299;91;1;0;95;60138;5;2;2020;0;1;4927;6271;997;0;0;1542950;0
30203;5;0;0;86;44106;6;1;2019;0;0;1994;1571;934;0;3;30294019;0
74069;53;1;1;91;30191;5;7;1993;0;0;4836;9018;268;1;3;74177803;0
780;18;0;1;95;74449;4;9;2005;0;1;1624;3544;149;1;9;829165;0
85060;55;0;0;12;36036;8;9;1998;0;0;8413;3752;298;0;2;85070078;0
47143;7;1;1;63;16032;2;5;1990;0;1;8840;4147;798;1;7;4728886;0
40194;32;0;1;69;57421;9;10;2005;0;0;2540;9140;226;0;2;40226805;0
74411;98;1;0;82;28297;8;4;2017;0;0;4699;2267;854;1;3;74503247;0
3527;47;1;0;79;47847;2;1;1999;1;1;6224;8261;338;0;4;3580509;0
